ts_mono,force_n
6342.881115,0.492000
6342.947990,0.490000
6343.014710,0.489000
6343.081754,0.487000
6343.147314,0.484000
6343.214587,0.484000
6343.280528,0.481000
6343.347253,0.481000
6343.419645,0.479000
6343.491095,0.478000
6343.557460,0.476000
6343.624591,0.472000
6343.700384,0.488000
6343.766414,0.490000
6343.832563,0.527000
6343.899620,0.497000
6343.969902,0.522000
6344.036261,0.544000
6344.105552,0.562000
6344.172040,0.590000
6344.240170,0.628000
6344.305854,0.658000
6344.373391,0.696000
6344.438096,0.747000
6344.505181,0.794000
6344.571643,0.830000
6344.638119,0.882000
6344.704387,0.924000
6344.770574,0.963000
6344.836150,0.975000
6344.903571,1.011000
6344.975557,1.034000
6345.045443,1.065000
6345.113338,1.104000
6345.185515,1.149000
6345.251270,1.089000
6345.319311,1.086000
6345.386223,1.125000
6345.451860,1.105000
6345.518568,1.092000
6345.585942,1.090000
6345.651934,1.086000
6345.726172,1.080000
6345.792632,1.076000
6345.861701,1.073000
6345.930221,1.067000
6346.002926,1.062000
6346.073954,1.059000
6346.141949,1.056000
6346.208911,1.053000
6346.284888,1.049000
6346.352025,1.045000
6346.419253,1.043000
6346.486999,1.024000
6346.553020,1.075000
6346.619667,1.062000
6346.687942,1.070000
6346.758871,1.081000
6346.827023,1.121000
6346.896689,1.140000
6346.963832,1.185000
6347.031853,1.234000
6347.099984,1.269000
6347.172785,1.307000
6347.241451,1.401000
6347.310322,1.440000
6347.376462,1.521000
6347.444478,1.605000
6347.513636,1.598000
6347.582438,1.659000
6347.652744,1.738000
6347.720215,1.749000
6347.786104,1.793000
6347.851763,1.823000
6347.918323,1.845000
6347.985863,1.910000
6348.052185,1.840000
6348.119974,1.896000
6348.186050,1.872000
6348.253111,1.863000
6348.319191,1.840000
6348.385280,1.835000
6348.451770,1.835000
6348.524069,1.825000
6348.589776,1.822000
6348.654530,1.814000
6348.722589,1.809000
6348.790318,1.803000
6348.858352,1.799000
6348.925906,1.794000
6348.994149,1.789000
6349.060089,1.785000
6349.125947,1.781000
6349.193420,1.777000
6349.261973,1.773000
6349.327555,1.769000
6349.393882,1.766000
6349.459413,1.762000
6349.527805,1.759000
6349.595415,1.756000
6349.661425,1.753000
6349.727972,1.749000
6349.796403,1.747000
6349.865379,1.752000
6349.930773,1.776000
6349.997631,1.766000
6350.062832,1.823000
6350.128937,1.827000
6350.197269,1.838000
6350.265587,1.873000
6350.332530,1.933000
6350.401282,1.984000
6350.466362,2.033000
6350.533046,2.093000
6350.599968,2.163000
6350.666643,2.262000
6350.734624,2.337000
6350.802513,2.399000
6350.869347,2.456000
6350.935941,2.526000
6351.005912,2.579000
6351.073196,2.629000
6351.139142,2.671000
6351.208521,2.711000
6351.274223,2.762000
6351.341082,2.780000
6351.407301,2.789000
6351.474115,2.817000
6351.541508,2.809000
6351.606835,2.805000
6351.673532,2.769000
6351.738753,2.775000
6351.806731,2.762000
6351.873827,2.760000
6351.939242,2.745000
6352.009065,2.739000
6352.076324,2.735000
6352.143533,2.729000
6352.211763,2.723000
6352.277307,2.718000
6352.342925,2.713000
6352.409635,2.708000
6352.475791,2.702000
6352.545285,2.697000
6352.612388,2.692000
6352.679910,2.688000
6352.745225,2.684000
6352.815171,2.679000
6352.884852,2.676000
6352.955883,2.671000
6353.021904,2.668000
6353.087643,2.665000
6353.157538,2.662000
6353.226199,2.658000
6353.292105,2.655000
6353.358519,2.652000
6353.425460,2.648000
6353.492261,2.646000
6353.559986,2.643000
6353.629024,2.640000
6353.695450,2.638000
6353.764320,2.635000
6353.831137,2.632000
6353.898319,2.630000
6353.965812,2.627000
6354.038253,2.625000
6354.112320,2.622000
6354.179654,2.620000
6354.247673,2.618000
6354.314346,2.616000
6354.382330,2.614000
6354.455990,2.613000
6354.523836,2.611000
6354.592424,2.608000
6354.657788,2.606000
6354.726084,2.606000
6354.793640,2.603000
6354.860567,2.602000
6354.926740,2.600000
6354.994354,2.599000
6355.059569,2.597000
6355.128762,2.595000
6355.195997,2.594000
6355.261642,2.592000
6355.327917,2.592000
6355.396982,2.589000
6355.463869,2.589000
6355.531604,2.587000
6355.597576,2.586000
6355.664641,2.584000
6355.737326,2.584000
6355.805535,2.582000
6355.872306,2.581000
6355.937105,2.584000
6356.005971,2.586000
6356.073160,2.583000
6356.144412,2.565000
6356.214795,2.562000
6356.286882,2.518000
6356.363445,2.473000
6356.435442,2.415000
6356.502710,2.383000
6356.572134,2.324000
6356.641799,2.231000
6356.708090,2.137000
6356.776732,2.074000
6356.845081,2.006000
6356.916147,1.934000
6356.987235,1.887000
6357.055137,1.837000
6357.124087,1.789000
6357.190802,1.771000
6357.258149,1.712000
6357.325424,1.703000
6357.392820,1.665000
6357.458307,1.551000
6357.525148,1.610000
6357.593997,1.809000
6357.658347,1.769000
6357.725851,1.635000
6357.791883,1.629000
6357.858727,1.658000
6357.925732,1.639000
6357.993670,1.653000
6358.061431,1.663000
6358.132939,1.657000
6358.200611,1.665000
6358.266709,1.665000
6358.332486,1.667000
6358.399088,1.670000
6358.466204,1.672000
6358.533384,1.675000
6358.600739,1.677000
6358.667491,1.678000
6358.735859,1.681000
6358.802596,1.681000
6358.872330,1.683000
6358.938585,1.686000
6359.009292,1.688000
6359.076897,1.688000
6359.145339,1.690000
6359.213097,1.691000
6359.280028,1.693000
6359.345987,1.701000
6359.416890,1.559000
6359.486626,1.630000
6359.552640,1.626000
6359.618820,1.618000
6359.684557,1.609000
6359.752649,1.556000
6359.824088,1.526000
6359.892950,1.479000
6359.960729,1.394000
6360.028661,1.381000
6360.097831,1.318000
6360.167313,1.251000
6360.239328,1.207000
6360.309129,1.150000
6360.375272,1.095000
6360.442231,1.084000
6360.507752,1.053000
6360.574957,1.004000
6360.642155,0.985000
6360.711123,0.959000
6360.787046,0.946000
6360.854047,0.932000
6360.925681,0.905000
6360.996077,0.928000
6361.071867,0.896000
6361.138564,0.926000
6361.206266,0.918000
6361.280526,0.925000
6361.346929,0.932000
6361.412225,0.933000
6361.478761,0.936000
6361.545493,0.940000
6361.621772,0.943000
6361.688192,0.947000
6361.756527,0.949000
6361.824653,0.953000
6361.892713,0.956000
6361.961317,0.958000
6362.029484,0.961000
6362.099857,0.963000
6362.170923,0.966000
6362.241538,0.968000
6362.309028,0.971000
6362.375603,0.973000
6362.442093,0.975000
6362.512697,0.977000
6362.580195,0.979000
6362.653712,0.981000
6362.727885,0.984000
6362.794842,0.984000
6362.861815,0.986000
6362.931093,0.989000
6362.999648,0.978000
6363.067754,0.977000
6363.134969,0.975000
6363.201564,0.930000
6363.267630,0.949000
6363.334674,0.926000
6363.409909,0.895000
6363.478572,0.858000
6363.551894,0.821000
6363.621534,0.784000
6363.686996,0.721000
6363.759049,0.680000
6363.825977,0.632000
6363.893453,0.593000
6363.964103,0.551000
6364.030780,0.507000
6364.097111,0.483000
6364.163526,0.454000
6364.230438,0.431000
6364.298816,0.410000
6364.366651,0.390000
6364.431893,0.370000
6364.497160,0.364000
6364.564736,0.375000
6364.631792,0.359000
6364.698493,0.352000
6364.763833,0.352000
6364.831336,0.383000
6364.899355,0.379000
6364.967379,0.380000
6365.034886,0.387000
6365.102149,0.389000
6365.166896,0.393000
6365.234139,0.396000
6365.308943,0.399000
6365.376301,0.403000
6365.443506,0.413000
6365.518318,0.422000
6365.583873,0.392000
6365.659668,0.390000
6365.725758,0.372000
6365.792945,0.359000
6365.866088,0.332000
6365.933610,0.309000
6365.999302,0.277000
6366.067118,0.242000
6366.132274,0.210000
6366.202088,0.181000
6366.268039,0.139000
6366.334369,0.108000
6366.398286,0.085000
6366.465639,0.068000
6366.531430,0.058000
6366.601585,0.030000
6366.666341,0.020000
6366.731058,0.007000
6366.797098,-0.002000
6366.864193,-0.009000
6366.929387,-0.010000
6367.001577,0.016000
6367.068858,-0.016000
6367.134754,0.006000
6367.201755,-0.011000
6367.268481,0.003000
6367.337119,-0.003000
6367.404624,-0.004000
6367.472432,0.003000
6367.539165,0.003000
6367.615036,0.007000
6367.683159,0.009000
6367.751605,0.011000
6367.817171,0.015000
6367.891605,0.017000
6367.957565,0.020000
6368.024722,0.022000
6368.093845,0.012000
6368.160494,0.042000
6368.236289,0.014000
6368.301714,0.048000
6368.368772,-0.014000
6368.437308,0.004000
6368.506803,0.002000
6368.571618,0.006000
6368.639176,-0.006000
6368.705783,0.001000
6368.772744,-0.003000
6368.839486,-0.003000
6368.906877,-0.005000
6368.973638,0.008000
6369.041425,-0.006000
6369.107928,0.005000
6369.177046,-0.004000
6369.243061,0.000000
6369.309978,-0.001000
6369.377044,0.000000
6369.444902,0.003000
6369.512839,0.000000
6369.579485,0.007000
6369.646959,-0.003000
6369.713888,-0.005000
6369.780929,0.005000
6369.849223,-0.005000
6369.915299,0.002000
6369.982133,-0.004000
6370.051842,-0.003000
6370.114198,0.001000
6370.181897,-0.002000
6370.249273,0.001000
6370.316706,-0.002000
6370.382965,-0.001000
6370.449754,-0.001000
6370.519392,-0.001000
6370.588274,-0.001000
6370.656504,-0.001000
6370.725744,-0.001000
6370.796662,-0.001000
6370.863941,-0.001000
6370.931030,-0.001000
6370.998284,-0.001000
6371.064313,-0.001000
6371.133159,-0.001000
6371.199688,-0.001000
6371.265973,-0.001000
6371.332815,-0.001000
6371.398350,-0.001000
6371.470927,-0.001000
