ts_mono,force_n
6265.660318,1.395000
6265.732144,1.385000
6265.804149,1.384000
6265.873433,1.380000
6265.944134,1.377000
6266.009919,1.374000
6266.075449,1.371000
6266.144141,1.369000
6266.210433,1.366000
6266.275899,1.364000
6266.343951,1.361000
6266.411948,1.374000
6266.479223,1.334000
6266.545800,1.401000
6266.611722,1.370000
6266.677869,1.418000
6266.743929,1.442000
6266.810872,1.440000
6266.879919,1.494000
6266.946439,1.555000
6267.013447,1.589000
6267.085914,1.656000
6267.155979,1.682000
6267.225980,1.710000
6267.293852,1.761000
6267.358751,1.794000
6267.424367,1.774000
6267.490395,1.838000
6267.557806,1.803000
6267.626329,1.783000
6267.693296,1.806000
6267.757530,1.805000
6267.822936,1.798000
6267.888300,1.784000
6267.953916,1.778000
6268.018873,1.776000
6268.086822,1.777000
6268.157215,1.770000
6268.222964,1.767000
6268.288637,1.766000
6268.354163,1.763000
6268.421964,1.759000
6268.488743,1.761000
6268.552960,1.743000
6268.619338,1.786000
6268.685314,1.816000
6268.756245,1.829000
6268.822161,1.867000
6268.889436,1.879000
6268.955944,1.955000
6269.020999,2.008000
6269.088960,2.054000
6269.155611,2.110000
6269.224282,2.148000
6269.288827,2.179000
6269.354812,2.210000
6269.424638,2.245000
6269.490690,2.231000
6269.555265,2.262000
6269.622935,2.237000
6269.688624,2.263000
6269.754523,2.271000
6269.822459,2.246000
6269.886896,2.249000
6269.953165,2.235000
6270.019394,2.226000
6270.085323,2.229000
6270.155938,2.224000
6270.219732,2.219000
6270.285787,2.213000
6270.353164,2.211000
6270.417902,2.206000
6270.482927,2.203000
6270.554761,2.200000
6270.618865,2.198000
6270.687610,2.194000
6270.755335,2.191000
6270.822233,2.188000
6270.888532,2.186000
6270.953198,2.183000
6271.022509,2.180000
6271.087808,2.178000
6271.153341,2.177000
6271.226030,2.190000
6271.291899,2.203000
6271.358252,2.221000
6271.423871,2.278000
6271.489799,2.262000
6271.557906,2.328000
6271.622857,2.363000
6271.689378,2.411000
6271.757130,2.486000
6271.822663,2.524000
6271.893571,2.594000
6271.959873,2.620000
6272.025973,2.651000
6272.092295,2.697000
6272.157868,2.734000
6272.225462,2.732000
6272.293767,2.718000
6272.359933,2.745000
6272.435388,2.714000
6272.501308,2.722000
6272.571911,2.713000
6272.638735,2.704000
6272.705035,2.700000
6272.772236,2.693000
6272.837829,2.690000
6272.904868,2.685000
6272.970866,2.682000
6273.036345,2.678000
6273.102827,2.674000
6273.169224,2.670000
6273.238435,2.666000
6273.304844,2.663000
6273.370373,2.660000
6273.440913,2.657000
6273.506456,2.654000
6273.577894,2.651000
6273.646823,2.648000
6273.712337,2.645000
6273.782474,2.642000
6273.847097,2.640000
6273.914828,2.637000
6273.980359,2.635000
6274.046523,2.634000
6274.111623,2.631000
6274.177780,2.629000
6274.244382,2.626000
6274.308146,2.626000
6274.378230,2.623000
6274.445283,2.621000
6274.509451,2.620000
6274.579100,2.617000
6274.650029,2.615000
6274.714700,2.614000
6274.782259,2.609000
6274.849413,2.610000
6274.920465,2.589000
6274.987495,2.586000
6275.055803,2.580000
6275.122041,2.552000
6275.187406,2.509000
6275.256200,2.440000
6275.325101,2.408000
6275.392366,2.370000
6275.460893,2.304000
6275.531758,2.274000
6275.602914,2.220000
6275.670219,2.196000
6275.736144,2.041000
6275.805311,1.972000
6275.871019,2.344000
6275.937834,2.051000
6276.004346,2.092000
6276.071200,2.144000
6276.138242,2.139000
6276.207519,2.147000
6276.271098,2.133000
6276.337246,2.150000
6276.403461,2.150000
6276.468858,2.144000
6276.533860,2.144000
6276.599670,2.149000
6276.665684,2.150000
6276.732038,2.150000
6276.797999,2.150000
6276.864427,2.151000
6276.936957,2.152000
6277.007585,2.152000
6277.077495,2.152000
6277.147690,2.154000
6277.213602,2.154000
6277.278847,2.154000
6277.343574,2.154000
6277.409078,2.171000
6277.479619,1.989000
6277.546348,2.259000
6277.614828,2.228000
6277.685264,2.086000
6277.753651,2.080000
6277.825044,2.049000
6277.890443,1.981000
6277.956231,1.949000
6278.021631,1.935000
6278.087822,1.830000
6278.156214,1.837000
6278.227890,1.794000
6278.292502,1.763000
6278.358989,1.730000
6278.424979,1.547000
6278.496926,1.573000
6278.568342,1.988000
6278.635047,1.533000
6278.701454,1.725000
6278.770114,1.692000
6278.838260,1.699000
6278.903785,1.682000
6278.968874,1.681000
6279.038739,1.684000
6279.104840,1.691000
6279.172387,1.692000
6279.237966,1.695000
6279.303479,1.699000
6279.369386,1.709000
6279.434396,1.711000
6279.503587,1.519000
6279.568119,1.689000
6279.635733,1.521000
6279.700345,1.616000
6279.766580,1.587000
6279.833526,1.580000
6279.901717,1.525000
6279.966163,1.493000
6280.031668,1.455000
6280.098766,1.404000
6280.166447,1.382000
6280.231321,1.355000
6280.300681,1.309000
6280.367138,1.292000
6280.434181,1.179000
6280.499835,1.154000
6280.567247,1.219000
6280.639284,1.238000
6280.703301,1.257000
6280.769176,1.282000
6280.836488,1.278000
6280.904137,1.294000
6280.970799,1.291000
6281.036330,1.288000
6281.103545,1.300000
6281.169364,1.271000
6281.233486,1.332000
6281.301788,1.288000
6281.368264,1.188000
6281.439074,1.244000
6281.508508,1.212000
6281.575461,1.222000
6281.647142,1.187000
6281.715583,1.144000
6281.781374,1.101000
6281.847285,1.071000
6281.912950,1.039000
6281.986943,1.011000
6282.055767,0.991000
6282.130423,0.970000
6282.199692,0.967000
6282.267743,0.917000
6282.331343,0.925000
6282.397964,0.936000
6282.464438,0.936000
6282.531817,0.944000
6282.595856,0.945000
6282.660075,0.948000
6282.725507,0.951000
6282.791204,0.955000
6282.857232,0.956000
6282.925437,0.944000
6282.991593,0.961000
6283.057655,0.912000
6283.124955,0.938000
6283.190039,0.924000
6283.256387,0.895000
6283.326360,0.881000
6283.392115,0.850000
6283.458694,0.813000
6283.523966,0.777000
6283.593822,0.743000
6283.660490,0.717000
6283.726770,0.696000
6283.797937,0.672000
6283.866210,0.669000
6283.932156,0.655000
6283.998761,0.633000
6284.065676,0.653000
6284.131455,0.648000
6284.198604,0.650000
6284.266264,0.658000
6284.331878,0.658000
6284.397901,0.663000
6284.463227,0.664000
6284.527774,0.667000
6284.594779,0.669000
6284.662947,0.673000
6284.730422,0.674000
6284.796542,0.692000
6284.864246,0.649000
6284.930539,0.667000
6284.999962,0.641000
6285.066913,0.631000
6285.130322,0.608000
6285.197166,0.591000
6285.263476,0.561000
6285.332809,0.522000
6285.397759,0.491000
6285.463801,0.467000
6285.529288,0.442000
6285.602121,0.421000
6285.675641,0.410000
6285.744695,0.400000
6285.809782,0.398000
6285.879144,0.369000
6285.945206,0.389000
6286.012451,0.402000
6286.078318,0.405000
6286.148284,0.401000
6286.214923,0.402000
6286.280794,0.407000
6286.348860,0.411000
6286.414130,0.413000
6286.486571,0.410000
6286.552703,0.415000
6286.618381,0.420000
6286.685976,0.396000
6286.752823,0.388000
6286.816246,0.380000
6286.882737,0.352000
6286.948666,0.327000
6287.016535,0.306000
6287.082278,0.273000
6287.147909,0.257000
6287.212842,0.231000
6287.279174,0.223000
6287.347846,0.206000
6287.414193,0.195000
6287.478905,0.161000
6287.545224,0.199000
6287.611590,0.169000
6287.679090,0.178000
6287.752557,0.186000
6287.817576,0.190000
6287.882813,0.191000
6287.948453,0.195000
6288.019540,0.198000
6288.088214,0.201000
6288.152758,0.197000
6288.217524,0.200000
6288.281206,0.186000
6288.347732,0.184000
6288.415876,0.166000
6288.480558,0.161000
6288.547219,0.151000
6288.614710,0.121000
6288.681683,0.113000
6288.745452,0.083000
6288.809956,0.068000
6288.877502,0.054000
6288.941048,0.042000
6289.007641,0.025000
6289.073253,0.022000
6289.144250,0.033000
6289.216844,0.002000
6289.282510,0.036000
6289.349038,0.017000
6289.413905,0.018000
6289.488366,0.026000
6289.554560,0.028000
6289.620683,0.032000
6289.687115,0.033000
6289.753665,0.039000
6289.821552,0.038000
6289.888652,0.033000
6289.954424,0.025000
6290.021226,0.044000
6290.085659,-0.003000
6290.154277,0.016000
6290.221835,0.020000
6290.287488,0.000000
6290.352899,-0.001000
6290.418324,-0.003000
6290.487961,0.000000
6290.554675,-0.004000
6290.623094,-0.001000
6290.689328,-0.002000
6290.756739,-0.003000
6290.825425,0.009000
6290.896970,-0.005000
6290.963337,-0.001000
6291.029102,0.023000
6291.094724,0.000000
6291.162845,0.015000
6291.229243,0.012000
6291.294595,-0.013000
6291.361491,0.009000
6291.427897,-0.005000
6291.494431,-0.004000
6291.560302,0.006000
6291.627531,0.004000
6291.693537,-0.006000
6291.759455,0.001000
6291.825699,-0.003000
6291.892523,-0.002000
6291.957564,-0.001000
6292.024866,-0.002000
6292.091377,-0.002000
6292.158515,0.000000
6292.225876,-0.001000
6292.293067,-0.002000
6292.359424,-0.001000
6292.426850,-0.001000
6292.497739,-0.001000
6292.564853,-0.001000
6292.630851,-0.001000
6292.696897,-0.001000
6292.762636,-0.001000
6292.829160,-0.001000
6292.894111,-0.001000
6292.961763,-0.001000
6293.028596,-0.001000
6293.093062,-0.001000
6293.158585,-0.001000
6293.228264,-0.001000
6293.293797,-0.001000
6293.360931,-0.001000
6293.425819,-0.001000
6293.490974,-0.001000
6293.555982,-0.001000
6293.627790,-0.001000
6293.704163,-0.001000
6293.770651,-0.001000
6293.838672,-0.001000
6293.911763,-0.001000
6293.985804,-0.001000
6294.055631,-0.001000
6294.128868,-0.001000
6294.197361,-0.001000
6294.262686,-0.001000
6294.331065,-0.001000
