ts_mono,ts_wall,image_name
6532.828026,1777548091.862468,frame_6532.828026.jpg
6532.939541,1777548091.973967,frame_6532.939541.jpg
6533.052271,1777548092.086719,frame_6533.052271.jpg
6533.163559,1777548092.197990,frame_6533.163559.jpg
6533.275650,1777548092.310079,frame_6533.275650.jpg
6533.387803,1777548092.422256,frame_6533.387803.jpg
6533.499487,1777548092.533913,frame_6533.499487.jpg
6533.611954,1777548092.646402,frame_6533.611954.jpg
6533.723755,1777548092.758193,frame_6533.723755.jpg
6533.835547,1777548092.869976,frame_6533.835547.jpg
6533.947674,1777548092.982108,frame_6533.947674.jpg
6534.059485,1777548093.093910,frame_6534.059485.jpg
6534.171919,1777548093.206364,frame_6534.171919.jpg
6534.283772,1777548093.318207,frame_6534.283772.jpg
6534.395858,1777548093.430287,frame_6534.395858.jpg
6534.507882,1777548093.542327,frame_6534.507882.jpg
6534.619534,1777548093.653958,frame_6534.619534.jpg
6534.732167,1777548093.766608,frame_6534.732167.jpg
6534.843475,1777548093.877906,frame_6534.843475.jpg
6534.956274,1777548093.990705,frame_6534.956274.jpg
6535.067980,1777548094.102468,frame_6535.067980.jpg
6535.179661,1777548094.214085,frame_6535.179661.jpg
6535.292286,1777548094.326741,frame_6535.292286.jpg
6535.403916,1777548094.438357,frame_6535.403916.jpg
6535.515612,1777548094.550037,frame_6535.515612.jpg
6535.627930,1777548094.662370,frame_6535.627930.jpg
6535.739505,1777548094.773929,frame_6535.739505.jpg
6535.851986,1777548094.886602,frame_6535.851986.jpg
6535.963555,1777548094.997988,frame_6535.963555.jpg
6536.076183,1777548095.110618,frame_6536.076183.jpg
6536.187979,1777548095.222461,frame_6536.187979.jpg
6536.299509,1777548095.333934,frame_6536.299509.jpg
6536.411997,1777548095.446477,frame_6536.411997.jpg
6536.523450,1777548095.557878,frame_6536.523450.jpg
6536.636049,1777548095.670490,frame_6536.636049.jpg
6536.747925,1777548095.782367,frame_6536.747925.jpg
6536.859962,1777548095.894394,frame_6536.859962.jpg
6536.972212,1777548096.006655,frame_6536.972212.jpg
6537.083483,1777548096.117906,frame_6537.083483.jpg
6537.196094,1777548096.230532,frame_6537.196094.jpg
6537.307381,1777548096.341809,frame_6537.307381.jpg
6537.420259,1777548096.454702,frame_6537.420259.jpg
6537.531945,1777548096.566387,frame_6537.531945.jpg
6537.643610,1777548096.678036,frame_6537.643610.jpg
6537.756292,1777548096.790740,frame_6537.756292.jpg
6537.867564,1777548096.901994,frame_6537.867564.jpg
6537.980120,1777548097.014564,frame_6537.980120.jpg
6538.092194,1777548097.126636,frame_6538.092194.jpg
6538.203831,1777548097.238258,frame_6538.203831.jpg
6538.316280,1777548097.350726,frame_6538.316280.jpg
6538.427635,1777548097.462067,frame_6538.427635.jpg
6538.540330,1777548097.574774,frame_6538.540330.jpg
6538.652119,1777548097.686562,frame_6538.652119.jpg
6538.763689,1777548097.798114,frame_6538.763689.jpg
6538.876191,1777548097.910632,frame_6538.876191.jpg
6538.987690,1777548098.022114,frame_6538.987690.jpg
6539.100345,1777548098.134790,frame_6539.100345.jpg
6539.212141,1777548098.246579,frame_6539.212141.jpg
6539.323659,1777548098.358087,frame_6539.323659.jpg
6539.436259,1777548098.470703,frame_6539.436259.jpg
6539.547516,1777548098.581940,frame_6539.547516.jpg
6539.660274,1777548098.694718,frame_6539.660274.jpg
6539.771964,1777548098.806401,frame_6539.771964.jpg
6539.883830,1777548098.918264,frame_6539.883830.jpg
6539.996319,1777548099.030760,frame_6539.996319.jpg
6540.107604,1777548099.142030,frame_6540.107604.jpg
6540.220128,1777548099.254577,frame_6540.220128.jpg
6540.331873,1777548099.366307,frame_6540.331873.jpg
6540.443849,1777548099.478279,frame_6540.443849.jpg
6540.556070,1777548099.590512,frame_6540.556070.jpg
6540.667487,1777548099.701911,frame_6540.667487.jpg
6540.780094,1777548099.814537,frame_6540.780094.jpg
6540.891545,1777548099.925973,frame_6540.891545.jpg
6541.004292,1777548100.038734,frame_6541.004292.jpg
6541.115937,1777548100.150376,frame_6541.115937.jpg
6541.227812,1777548100.262239,frame_6541.227812.jpg
6541.340241,1777548100.374682,frame_6541.340241.jpg
6541.451563,1777548100.485991,frame_6541.451563.jpg
6541.564239,1777548100.598680,frame_6541.564239.jpg
6541.675971,1777548100.710469,frame_6541.675971.jpg
6541.787661,1777548100.822087,frame_6541.787661.jpg
6541.900103,1777548100.934546,frame_6541.900103.jpg
6542.011611,1777548101.046036,frame_6542.011611.jpg
6542.124128,1777548101.158570,frame_6542.124128.jpg
6542.235676,1777548101.270108,frame_6542.235676.jpg
6542.348628,1777548101.383060,frame_6542.348628.jpg
6542.460074,1777548101.494520,frame_6542.460074.jpg
6542.571599,1777548101.606024,frame_6542.571599.jpg
6542.684125,1777548101.718565,frame_6542.684125.jpg
6542.795931,1777548101.830369,frame_6542.795931.jpg
6542.907799,1777548101.942227,frame_6542.907799.jpg
6543.020217,1777548102.054663,frame_6543.020217.jpg
6543.131521,1777548102.165948,frame_6543.131521.jpg
6543.244154,1777548102.278598,frame_6543.244154.jpg
6543.355870,1777548102.390308,frame_6543.355870.jpg
6543.467819,1777548102.502245,frame_6543.467819.jpg
6543.580163,1777548102.614610,frame_6543.580163.jpg
6543.691675,1777548102.726100,frame_6543.691675.jpg
6543.804429,1777548102.838877,frame_6543.804429.jpg
6543.915604,1777548102.950039,frame_6543.915604.jpg
6544.028115,1777548103.062560,frame_6544.028115.jpg
6544.139867,1777548103.174303,frame_6544.139867.jpg
6544.251574,1777548103.285999,frame_6544.251574.jpg
6544.364205,1777548103.398659,frame_6544.364205.jpg
6544.475657,1777548103.510084,frame_6544.475657.jpg
6544.588116,1777548103.622553,frame_6544.588116.jpg
6544.700113,1777548103.734556,frame_6544.700113.jpg
6544.811715,1777548103.846140,frame_6544.811715.jpg
6544.924153,1777548103.958598,frame_6544.924153.jpg
6545.035712,1777548104.070147,frame_6545.035712.jpg
6545.148286,1777548104.182734,frame_6545.148286.jpg
6545.260211,1777548104.294652,frame_6545.260211.jpg
6545.371684,1777548104.406109,frame_6545.371684.jpg
6545.484203,1777548104.518645,frame_6545.484203.jpg
6545.595555,1777548104.629987,frame_6545.595555.jpg
6545.708043,1777548104.742486,frame_6545.708043.jpg
6545.820144,1777548104.854584,frame_6545.820144.jpg
6545.931590,1777548104.966014,frame_6545.931590.jpg
6546.044098,1777548105.078542,frame_6546.044098.jpg
6546.155586,1777548105.190016,frame_6546.155586.jpg
6546.269818,1777548105.304248,frame_6546.269818.jpg
