ts_mono,force_n
6550.058951,1.879000
6550.128262,1.879000
6550.201632,1.876000
6550.270732,1.875000
6550.340931,1.872000
6550.410311,1.869000
6550.486345,1.874000
6550.555525,1.874000
6550.624046,1.873000
6550.693794,1.870000
6550.764934,1.864000
6550.835364,1.866000
6550.904725,1.864000
6550.974867,1.863000
6551.043049,1.860000
6551.117141,1.861000
6551.189616,1.860000
6551.263419,1.861000
6551.333517,1.854000
6551.405028,1.855000
6551.481318,1.854000
6551.554133,1.856000
6551.621870,1.854000
6551.692093,1.853000
6551.762115,1.858000
6551.834877,1.854000
6551.902300,1.848000
6551.973826,1.849000
6552.047452,1.846000
6552.117768,1.850000
6552.187800,1.848000
6552.261040,1.848000
6552.328617,1.871000
6552.403098,1.879000
6552.476364,1.912000
6552.545814,1.926000
6552.613456,2.000000
6552.681448,2.024000
6552.751146,2.072000
6552.824792,2.124000
6552.893991,2.185000
6552.962524,2.236000
6553.031985,2.290000
6553.102590,2.338000
6553.172479,2.377000
6553.242092,2.392000
6553.310420,2.412000
6553.385700,2.381000
6553.455906,2.437000
6553.525910,2.434000
6553.594358,2.421000
6553.663114,2.401000
6553.733548,2.401000
6553.802884,2.387000
6553.870738,2.391000
6553.940464,2.385000
6554.010398,2.377000
6554.080946,2.374000
6554.150067,2.372000
6554.222723,2.370000
6554.293872,2.368000
6554.363327,2.364000
6554.433921,2.361000
6554.510609,2.359000
6554.580962,2.355000
6554.650512,2.350000
6554.721082,2.356000
6554.793493,2.346000
6554.861904,2.350000
6554.932969,2.346000
6555.006937,2.337000
6555.077905,2.337000
6555.147932,2.353000
6555.217329,2.324000
6555.287741,2.266000
6555.356712,2.247000
6555.425236,2.216000
6555.493854,2.176000
6555.563318,2.112000
6555.633386,2.066000
6555.702975,2.025000
6555.772282,1.999000
6555.843549,1.995000
6555.913874,1.894000
6555.983355,2.030000
6556.052816,1.934000
6556.122393,1.739000
6556.195046,2.024000
6556.265826,1.914000
6556.335258,1.905000
6556.407621,1.922000
6556.476268,1.912000
6556.548734,1.902000
6556.620837,1.914000
6556.691321,1.907000
6556.759828,1.910000
6556.830206,1.911000
6556.906688,1.913000
6556.981116,1.914000
6557.050735,1.915000
6557.121493,1.915000
6557.196610,1.916000
6557.267320,1.916000
6557.336168,1.916000
6557.407975,1.918000
6557.478713,1.918000
6557.549921,1.918000
6557.621190,1.918000
6557.690245,1.919000
6557.763144,1.919000
6557.833765,1.919000
6557.902980,1.920000
6557.973163,1.834000
6558.045644,1.890000
6558.119102,1.757000
6558.190794,1.831000
6558.262450,1.849000
6558.332047,1.823000
6558.403433,1.794000
6558.476122,1.756000
6558.554414,1.668000
6558.622378,1.625000
6558.693095,1.617000
6558.768949,1.573000
6558.836940,1.509000
6558.907815,1.463000
6558.975973,1.525000
6559.046552,1.441000
6559.114601,1.467000
6559.183692,1.473000
6559.254163,1.456000
6559.326157,1.462000
6559.396290,1.469000
6559.466611,1.467000
6559.536598,1.468000
6559.606861,1.473000
6559.674722,1.474000
6559.744254,1.477000
6559.813679,1.476000
6559.887823,1.475000
6559.956903,1.477000
6560.027890,1.484000
6560.096746,1.482000
6560.167820,1.488000
6560.239907,1.491000
6560.309121,1.490000
6560.378995,1.488000
6560.451769,1.471000
6560.520432,1.454000
6560.592935,1.458000
6560.668072,1.458000
6560.736693,1.409000
6560.805723,1.386000
6560.883407,1.391000
6560.952782,1.319000
6561.025138,1.310000
6561.095509,1.268000
6561.171593,1.192000
6561.244481,1.180000
6561.314141,1.166000
6561.384850,1.155000
6561.463427,1.122000
6561.533294,1.100000
6561.605352,1.110000
6561.676335,1.105000
6561.747336,1.113000
6561.816219,1.115000
6561.890487,1.115000
6561.966499,1.111000
6562.035476,1.116000
6562.105595,1.118000
6562.174262,1.121000
6562.247801,1.123000
6562.329504,1.126000
6562.399541,1.141000
6562.476067,1.114000
6562.548233,1.100000
6562.624330,1.083000
6562.696820,1.065000
6562.772422,1.064000
6562.843735,1.038000
6562.917226,1.002000
6562.987477,0.951000
6563.057326,0.916000
6563.127556,0.889000
6563.197066,0.862000
6563.266458,0.841000
6563.336845,0.819000
6563.406825,0.775000
6563.483237,0.798000
6563.554932,0.810000
6563.630305,0.775000
6563.703281,0.798000
6563.778213,0.794000
6563.849339,0.798000
6563.920724,0.800000
6563.990452,0.803000
6564.061284,0.807000
6564.129391,0.809000
6564.199761,0.812000
6564.271871,0.815000
6564.344661,0.817000
6564.414677,0.819000
6564.489641,0.821000
6564.561304,0.823000
6564.631498,0.825000
6564.707889,0.828000
6564.777910,0.814000
6564.854901,0.821000
6564.932124,0.806000
6565.002471,0.790000
6565.073157,0.772000
6565.143075,0.757000
6565.213854,0.731000
6565.283129,0.702000
6565.351862,0.659000
6565.422570,0.629000
6565.495265,0.597000
6565.565924,0.569000
6565.635555,0.542000
6565.708068,0.533000
6565.778686,0.500000
6565.848879,0.513000
6565.920066,0.493000
6565.991068,0.530000
6566.060639,0.520000
6566.130896,0.521000
6566.205817,0.521000
6566.278720,0.525000
6566.348937,0.529000
6566.419359,0.532000
6566.492707,0.534000
6566.561731,0.537000
6566.631431,0.539000
6566.700864,0.541000
6566.770277,0.544000
6566.841934,0.546000
6566.911276,0.536000
6566.983639,0.541000
6567.057275,0.538000
6567.129744,0.515000
6567.201094,0.502000
6567.272946,0.499000
6567.348871,0.459000
6567.418953,0.423000
6567.493779,0.402000
6567.564997,0.382000
6567.635399,0.352000
6567.705441,0.331000
6567.776132,0.316000
6567.847534,0.293000
6567.918478,0.310000
6567.987073,0.295000
6568.059610,0.301000
6568.131581,0.259000
6568.199727,0.291000
6568.269555,0.292000
6568.339472,0.292000
6568.413792,0.297000
6568.484061,0.300000
6568.553260,0.305000
6568.628402,0.306000
6568.698703,0.313000
6568.767734,0.311000
6568.841207,0.313000
6568.910972,0.315000
6568.979963,0.320000
6569.049963,0.321000
6569.119121,0.322000
6569.189796,0.328000
6569.257429,0.307000
6569.326935,0.308000
6569.394231,0.304000
6569.464744,0.309000
6569.533641,0.279000
6569.601350,0.267000
6569.671417,0.244000
6569.746230,0.215000
6569.815959,0.188000
6569.886979,0.164000
6569.956747,0.147000
6570.029642,0.129000
6570.100482,0.123000
6570.170691,0.095000
6570.240828,0.118000
6570.316710,0.089000
6570.387880,0.118000
6570.457682,0.113000
6570.531122,0.114000
6570.602112,0.107000
6570.672473,0.107000
6570.744026,0.112000
6570.812989,0.115000
6570.881998,0.116000
6570.950728,0.118000
6571.020086,0.121000
6571.094978,0.124000
6571.166702,0.127000
6571.236575,0.131000
6571.308606,0.131000
6571.383435,0.133000
6571.453114,0.108000
6571.527062,0.107000
6571.594806,0.142000
6571.667093,0.106000
6571.734039,0.109000
6571.805235,0.090000
6571.878334,0.072000
6571.947744,0.051000
6572.017715,0.035000
6572.091875,0.017000
6572.170103,0.011000
6572.238941,0.011000
6572.310575,-0.004000
6572.380645,0.003000
6572.450586,0.007000
6572.522612,-0.006000
6572.594259,0.010000
6572.664124,0.010000
6572.734999,-0.005000
6572.805191,-0.006000
6572.879904,-0.008000
6572.947928,-0.005000
6573.018135,-0.005000
6573.087533,-0.005000
6573.159023,-0.001000
6573.229409,-0.002000
6573.296211,-0.004000
6573.365901,-0.003000
6573.443897,-0.004000
6573.514337,-0.002000
6573.583277,-0.003000
6573.655395,-0.003000
6573.725274,-0.003000
6573.797591,-0.002000
6573.865964,-0.002000
6573.935983,-0.002000
6574.008232,-0.002000
6574.076856,-0.003000
6574.145527,-0.003000
6574.219329,-0.002000
6574.289601,-0.002000
6574.357892,0.000000
6574.430102,0.000000
6574.500441,0.003000
6574.569637,0.003000
6574.639352,0.006000
6574.709075,0.005000
6574.783496,0.006000
6574.854896,0.008000
6574.924337,0.009000
6574.993296,0.010000
6575.064231,0.011000
6575.136164,0.013000
6575.187787,0.013000
6575.239095,0.013000
6575.291317,0.016000
6575.348760,0.015000
6575.418077,0.014000
6575.488763,0.018000
6575.560083,0.019000
6575.626929,0.018000
6575.695872,0.008000
6575.764484,-0.009000
6575.835966,0.006000
6575.910346,0.000000
6575.984712,-0.004000
6576.058142,-0.001000
6576.139959,-0.008000
6576.211127,0.008000
6576.282947,-0.008000
6576.353923,0.000000
6576.427430,0.001000
6576.501821,0.005000
6576.576741,-0.003000
6576.646116,-0.004000
6576.725385,0.007000
6576.802244,-0.006000
6576.869866,-0.020000
6576.940309,-0.002000
6577.010610,0.015000
6577.080980,0.002000
6577.149969,0.007000
6577.221037,-0.008000
