ts_mono,force_n
6607.355538,1.642000
6607.427568,1.702000
6607.498801,1.738000
6607.569630,1.800000
6607.643126,1.870000
6607.717313,1.954000
6607.788696,2.023000
6607.859467,2.110000
6607.932118,2.194000
6608.002777,2.249000
6608.076325,2.313000
6608.148459,2.362000
6608.219901,2.404000
6608.289777,2.428000
6608.360639,2.476000
6608.432078,2.484000
6608.506273,2.486000
6608.576756,2.468000
6608.647402,2.512000
6608.722529,2.461000
6608.797389,2.461000
6608.870932,2.451000
6608.943461,2.450000
6609.014755,2.452000
6609.084944,2.446000
6609.154474,2.439000
6609.227338,2.431000
6609.296299,2.428000
6609.369908,2.422000
6609.440171,2.418000
6609.515575,2.413000
6609.585278,2.409000
6609.655095,2.405000
6609.730693,2.401000
6609.800348,2.398000
6609.870963,2.393000
6609.942459,2.390000
6610.016305,2.387000
6610.087302,2.384000
6610.158563,2.381000
6610.230389,2.377000
6610.303041,2.374000
6610.373725,2.372000
6610.445254,2.369000
6610.516910,2.366000
6610.586225,2.364000
6610.655747,2.364000
6610.725792,2.378000
6610.800564,2.381000
6610.879819,2.436000
6610.950379,2.457000
6611.024062,2.481000
6611.095935,2.574000
6611.164887,2.633000
6611.235292,2.670000
6611.308196,2.772000
6611.379289,2.823000
6611.449983,2.934000
6611.521608,3.006000
6611.589666,3.094000
6611.658823,3.169000
6611.733397,3.221000
6611.804022,3.271000
6611.873585,3.225000
6611.942749,3.275000
6612.011938,3.308000
6612.085132,3.327000
6612.153978,3.335000
6612.226407,3.330000
6612.294867,3.324000
6612.365122,3.316000
6612.435156,3.302000
6612.505418,3.294000
6612.574983,3.288000
6612.645583,3.281000
6612.717707,3.274000
6612.788705,3.267000
6612.861312,3.261000
6612.931071,3.255000
6613.003603,3.250000
6613.074616,3.245000
6613.144809,3.239000
6613.214177,3.234000
6613.284029,3.230000
6613.353533,3.226000
6613.430784,3.220000
6613.500195,3.216000
6613.578315,3.212000
6613.651083,3.209000
6613.718812,3.206000
6613.788882,3.200000
6613.857035,3.191000
6613.928113,3.170000
6613.998430,3.164000
6614.069118,3.140000
6614.139649,3.106000
6614.213390,3.061000
6614.288422,2.984000
6614.363221,2.879000
6614.438270,2.795000
6614.508286,2.716000
6614.576460,2.632000
6614.653317,2.534000
6614.721933,2.459000
6614.793255,2.410000
6614.866182,2.373000
6614.937842,2.318000
6615.018154,2.258000
6615.095329,2.230000
6615.164682,2.172000
6615.233907,2.177000
6615.302895,2.202000
6615.373481,2.186000
6615.450351,2.210000
6615.521706,2.189000
6615.591339,2.193000
6615.663875,2.209000
6615.738536,2.202000
6615.806189,2.202000
6615.874911,2.180000
6615.945404,2.125000
6616.022728,2.115000
6616.097985,2.076000
6616.169392,2.008000
6616.241644,1.955000
6616.310362,1.913000
6616.381019,1.832000
6616.456812,1.787000
6616.526813,1.717000
6616.597625,1.659000
6616.669461,1.658000
6616.746403,1.584000
6616.816748,1.553000
6616.896777,1.503000
6616.968396,1.486000
6617.041284,1.402000
6617.112345,1.229000
6617.187400,1.307000
6617.258735,1.300000
6617.327671,1.296000
6617.399445,1.392000
6617.469652,1.422000
6617.540970,1.423000
6617.612447,1.414000
6617.686685,1.422000
6617.757202,1.428000
6617.827728,1.431000
6617.902858,1.441000
6617.972066,1.577000
6618.042251,1.433000
6618.112968,1.519000
6618.182569,1.491000
6618.254176,1.379000
6618.322678,1.382000
6618.392816,1.342000
6618.466932,1.300000
6618.537779,1.251000
6618.605549,1.208000
6618.675997,1.130000
6618.746844,1.095000
6618.822250,1.043000
6618.894190,1.003000
6618.972907,0.955000
6619.042608,0.923000
6619.113525,0.894000
6619.187708,0.864000
6619.262788,0.836000
6619.332440,0.828000
6619.401758,0.824000
6619.473557,0.813000
6619.544451,0.790000
6619.615622,0.818000
6619.685938,0.825000
6619.755990,0.828000
6619.826342,0.831000
6619.897000,0.828000
6619.966986,0.848000
6620.040901,0.821000
6620.110304,0.799000
6620.179692,0.804000
6620.249894,0.790000
6620.319786,0.777000
6620.388743,0.740000
6620.457620,0.705000
6620.526738,0.671000
6620.597350,0.608000
6620.668288,0.577000
6620.736838,0.528000
6620.805978,0.484000
6620.877689,0.467000
6620.947045,0.442000
6621.017871,0.410000
6621.089221,0.389000
6621.162960,0.368000
6621.231470,0.350000
6621.302050,0.346000
6621.372921,0.353000
6621.443659,0.328000
6621.512229,0.313000
6621.584864,0.344000
6621.653905,0.351000
6621.728674,0.354000
6621.798436,0.352000
6621.869685,0.362000
6621.940090,0.366000
6622.008715,0.369000
6622.078945,0.372000
6622.149827,0.362000
6622.228282,0.363000
6622.299513,0.353000
6622.370341,0.355000
6622.442943,0.336000
6622.515533,0.323000
6622.588342,0.291000
6622.662992,0.274000
6622.735956,0.231000
6622.805763,0.202000
6622.879229,0.168000
6622.952664,0.130000
6623.021917,0.105000
6623.092234,0.088000
6623.163573,0.061000
6623.235197,0.042000
6623.308165,0.025000
6623.378582,0.015000
6623.449839,0.001000
6623.524322,0.013000
6623.595811,-0.005000
6623.666767,-0.015000
6623.740723,0.012000
6623.812178,-0.018000
6623.881794,-0.004000
6623.955066,0.010000
6624.037770,0.014000
6624.108310,0.017000
6624.183679,0.021000
6624.256377,0.024000
6624.326172,0.023000
6624.396852,0.005000
6624.464921,0.030000
6624.533564,0.008000
6624.604559,0.016000
6624.681826,-0.003000
6624.751997,-0.008000
6624.824168,0.005000
6624.894246,0.008000
6624.967097,0.008000
6625.038581,-0.017000
6625.108415,-0.012000
6625.179722,0.014000
6625.250576,0.000000
6625.320235,0.001000
6625.390432,-0.010000
6625.461375,-0.001000
6625.537751,0.004000
6625.607392,-0.003000
6625.677593,-0.009000
6625.751528,-0.016000
6625.820726,-0.018000
6625.890866,-0.008000
6625.960083,0.007000
6626.031837,-0.011000
6626.104123,-0.004000
6626.176457,0.008000
6626.248506,-0.009000
6626.323095,-0.006000
6626.401893,-0.007000
6626.476071,-0.003000
6626.546432,0.002000
6626.617446,0.001000
6626.686081,0.001000
6626.761367,-0.003000
6626.832386,-0.002000
6626.905864,-0.003000
6626.977064,0.000000
6627.049246,-0.001000
6627.119680,-0.001000
6627.188511,-0.001000
6627.260509,-0.001000
6627.333100,-0.001000
6627.402283,-0.001000
6627.475036,-0.001000
6627.549688,-0.001000
6627.622202,-0.001000
6627.695562,-0.001000
6627.768220,-0.001000
6627.838964,-0.001000
6627.908714,-0.001000
6627.982290,-0.001000
