ts_mono,ts_wall,image_name
6454.415582,1777548013.450030,frame_6454.415582.jpg
6454.526981,1777548013.561436,frame_6454.526981.jpg
6454.639469,1777548013.673901,frame_6454.639469.jpg
6454.751320,1777548013.785758,frame_6454.751320.jpg
6454.862950,1777548013.897376,frame_6454.862950.jpg
6454.975258,1777548014.009701,frame_6454.975258.jpg
6455.086981,1777548014.121414,frame_6455.086981.jpg
6455.199663,1777548014.234107,frame_6455.199663.jpg
6455.311441,1777548014.345887,frame_6455.311441.jpg
6455.422902,1777548014.457327,frame_6455.422902.jpg
6455.535282,1777548014.569722,frame_6455.535282.jpg
6455.646954,1777548014.681391,frame_6455.646954.jpg
6455.759433,1777548014.793885,frame_6455.759433.jpg
6455.871578,1777548014.906021,frame_6455.871578.jpg
6455.982831,1777548015.017255,frame_6455.982831.jpg
6456.095369,1777548015.129810,frame_6456.095369.jpg
6456.206991,1777548015.241450,frame_6456.206991.jpg
6456.319368,1777548015.353801,frame_6456.319368.jpg
6456.431430,1777548015.465874,frame_6456.431430.jpg
6456.542947,1777548015.577377,frame_6456.542947.jpg
6456.655572,1777548015.690017,frame_6456.655572.jpg
6456.767722,1777548015.802168,frame_6456.767722.jpg
6456.878920,1777548015.913346,frame_6456.878920.jpg
6456.991339,1777548016.025782,frame_6456.991339.jpg
6457.103343,1777548016.137790,frame_6457.103343.jpg
6457.214992,1777548016.249439,frame_6457.214992.jpg
6457.327403,1777548016.361839,frame_6457.327403.jpg
6457.438972,1777548016.473405,frame_6457.438972.jpg
6457.551532,1777548016.585973,frame_6457.551532.jpg
6457.663350,1777548016.697796,frame_6457.663350.jpg
6457.774982,1777548016.809408,frame_6457.774982.jpg
6457.887430,1777548016.921875,frame_6457.887430.jpg
6457.999210,1777548017.033653,frame_6457.999210.jpg
6458.110990,1777548017.145442,frame_6458.110990.jpg
6458.223494,1777548017.257938,frame_6458.223494.jpg
6458.334868,1777548017.369293,frame_6458.334868.jpg
6458.447190,1777548017.481625,frame_6458.447190.jpg
6458.559240,1777548017.593676,frame_6458.559240.jpg
6458.671396,1777548017.705826,frame_6458.671396.jpg
6458.783579,1777548017.818023,frame_6458.783579.jpg
6458.895122,1777548017.929559,frame_6458.895122.jpg
6459.007699,1777548018.042151,frame_6459.007699.jpg
6459.119371,1777548018.153811,frame_6459.119371.jpg
6459.231225,1777548018.265657,frame_6459.231225.jpg
6459.343451,1777548018.377898,frame_6459.343451.jpg
6459.454901,1777548018.489325,frame_6459.454901.jpg
6459.567437,1777548018.601876,frame_6459.567437.jpg
6459.678950,1777548018.713386,frame_6459.678950.jpg
6459.791807,1777548018.826252,frame_6459.791807.jpg
6459.903318,1777548018.937758,frame_6459.903318.jpg
6460.015220,1777548019.049647,frame_6460.015220.jpg
6460.127347,1777548019.161793,frame_6460.127347.jpg
6460.239037,1777548019.273468,frame_6460.239037.jpg
6460.351531,1777548019.385974,frame_6460.351531.jpg
6460.463533,1777548019.497988,frame_6460.463533.jpg
6460.575095,1777548019.609519,frame_6460.575095.jpg
6460.687770,1777548019.722215,frame_6460.687770.jpg
6460.799306,1777548019.833746,frame_6460.799306.jpg
6460.911201,1777548019.945627,frame_6460.911201.jpg
6461.023544,1777548020.057988,frame_6461.023544.jpg
6461.134871,1777548020.169293,frame_6461.134871.jpg
6461.247519,1777548020.281960,frame_6461.247519.jpg
6461.359156,1777548020.393592,frame_6461.359156.jpg
6461.471178,1777548020.505604,frame_6461.471178.jpg
6461.583641,1777548020.618086,frame_6461.583641.jpg
6461.695170,1777548020.729607,frame_6461.695170.jpg
6461.807515,1777548020.841946,frame_6461.807515.jpg
6461.919586,1777548020.954039,frame_6461.919586.jpg
6462.030890,1777548021.065315,frame_6462.030890.jpg
6462.143484,1777548021.177924,frame_6462.143484.jpg
6462.255312,1777548021.289752,frame_6462.255312.jpg
6462.367043,1777548021.401469,frame_6462.367043.jpg
6462.479512,1777548021.513955,frame_6462.479512.jpg
6462.590989,1777548021.625413,frame_6462.590989.jpg
6462.703452,1777548021.737890,frame_6462.703452.jpg
6462.815227,1777548021.849661,frame_6462.815227.jpg
6462.927267,1777548021.961703,frame_6462.927267.jpg
6463.039380,1777548022.073821,frame_6463.039380.jpg
6463.150982,1777548022.185407,frame_6463.150982.jpg
6463.263587,1777548022.298031,frame_6463.263587.jpg
6463.375029,1777548022.409465,frame_6463.375029.jpg
6463.487556,1777548022.521998,frame_6463.487556.jpg
6463.599400,1777548022.633836,frame_6463.599400.jpg
6463.710904,1777548022.745329,frame_6463.710904.jpg
6463.823639,1777548022.858083,frame_6463.823639.jpg
6463.935133,1777548022.969573,frame_6463.935133.jpg
6464.049443,1777548023.083875,frame_6464.049443.jpg
6464.159700,1777548023.194138,frame_6464.159700.jpg
6464.270971,1777548023.305395,frame_6464.270971.jpg
6464.383492,1777548023.417932,frame_6464.383492.jpg
6464.495355,1777548023.529795,frame_6464.495355.jpg
6464.607187,1777548023.641617,frame_6464.607187.jpg
6464.719397,1777548023.753841,frame_6464.719397.jpg
6464.830966,1777548023.865392,frame_6464.830966.jpg
6464.943203,1777548023.977640,frame_6464.943203.jpg
6465.055077,1777548024.089512,frame_6465.055077.jpg
6465.167496,1777548024.201934,frame_6465.167496.jpg
6465.279491,1777548024.313933,frame_6465.279491.jpg
6465.391158,1777548024.425581,frame_6465.391158.jpg
6465.503609,1777548024.538051,frame_6465.503609.jpg
6465.615601,1777548024.650045,frame_6465.615601.jpg
6465.727100,1777548024.761525,frame_6465.727100.jpg
6465.839490,1777548024.873930,frame_6465.839490.jpg
6465.951155,1777548024.985584,frame_6465.951155.jpg
6466.063593,1777548025.098033,frame_6466.063593.jpg
6466.175038,1777548025.209470,frame_6466.175038.jpg
6466.288204,1777548025.322629,frame_6466.288204.jpg
6466.403272,1777548025.437715,frame_6466.403272.jpg
6466.514940,1777548025.549370,frame_6466.514940.jpg
6466.627636,1777548025.662087,frame_6466.627636.jpg
6466.739478,1777548025.773922,frame_6466.739478.jpg
6466.850945,1777548025.885372,frame_6466.850945.jpg
6466.963435,1777548025.997874,frame_6466.963435.jpg
6467.075251,1777548026.109688,frame_6467.075251.jpg
6467.187127,1777548026.221557,frame_6467.187127.jpg
